#,Name,Unknown8,Icon,ActionCategory,Unknown1,AnimationStart,VFX,AnimationEnd,ActionTimelineHit,Unknown2,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Unknown28,Range,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,DeadTargetBehaviour,RequiresLineOfSight,NeedToFaceTarget,CastType,EffectRange,XAxisModifier,Unknown14,PrimaryCostType,PrimaryCostValue,SecondaryCostType,SecondaryCostValue,ActionCombo,PreservesCombo,Cast100ms,ExtraCastTime100ms,Recast100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Unknown4,StatusGainSelf,UnlockLink,ClassJobCategory,AutoAttackBehaviour,Unknown15,AffectsPosition,Omen,OmenAlt,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,EquivalenceGroup,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27,Unknown_70
int32,str,bit&01,Image,ActionCategory,byte,ActionCastTimeline,ActionCastVFX,ActionTimeline,ActionTimeline,byte,ClassJob,byte,byte,bit&02,bit&04,sbyte,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,sbyte,bit&10,bit&20,byte,byte,byte,bit&40,byte,uint16,byte,SecondaryCostType,Action,bit&80,uint16,byte,uint16,byte,byte,byte,AttackType,byte,ActionProcStatus,byte,Status,Row,ClassJobCategory,byte,bit&01,bit&02,Omen,Omen,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,byte,bit&08,bit&10,bit&20,bit&40,byte
81,"脉冲枪",False,313,3,0,0,0,347,1875,0,-1,0,0,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,25,58,0,0,-1,7,0,1,0,0,0,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
82,"扫堂枪",False,305,4,0,0,0,348,1875,0,-1,0,0,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,0,300,0,0,0,-1,7,0,1,0,0,0,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
83,"龙剑",False,304,4,0,0,0,402,1875,0,4,0,6,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,400,15,71,1,0,0,0,2,0,0,47,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
84,"直刺",False,314,3,0,0,0,354,1875,0,4,0,26,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,63,437,78,False,0,0,25,58,0,0,-1,7,0,1,0,0,47,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
85,"猛枪",False,309,4,0,0,0,404,1875,0,4,0,30,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,600,10,0,0,0,0,0,2,0,65975,47,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
86,"死天枪",False,306,3,0,0,0,349,1896,0,22,0,40,False,False,10,False,False,False,True,False,False,False,False,False,0,True,True,4,10,4,True,0,0,0,0,0,False,0,0,25,58,0,0,-1,7,0,1,0,66605,23,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
87,"开膛枪",False,317,3,0,0,0,355,1875,0,4,0,18,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,63,582,75,False,0,0,25,58,0,0,-1,7,0,1,0,0,47,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
88,"樱花怒放",False,308,3,0,0,0,350,1875,0,4,0,50,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,63,437,87,False,0,0,25,58,0,0,-1,7,0,1,0,0,47,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
89,"荆棘环刺",False,2579,3,0,0,0,351,1897,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,0,0,0,0,79,False,0,0,25,58,0,0,-1,7,0,1,0,0,0,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
90,"贯穿尖",False,315,3,0,0,0,352,1875,0,4,0,15,False,False,20,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,0,25,58,0,0,-1,7,6,1,0,65591,47,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
91,"二重刺",False,316,3,0,0,0,353,1875,0,-1,0,0,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,25,58,0,0,-1,7,0,1,0,0,0,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
92,"跳跃",False,2576,4,0,0,0,5301,1875,0,22,0,30,False,False,20,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,63,275,0,True,0,0,300,8,0,0,-1,7,0,1,0,66603,23,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
93,"龙枪",False,303,4,0,0,0,405,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,600,0,0,0,0,0,0,2,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
94,"回避跳跃",False,2577,4,0,0,0,406,1875,0,22,4,35,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,300,6,0,0,0,0,0,2,0,66604,23,1,False,True,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
95,"破碎冲",False,786,4,0,0,0,407,1875,0,-1,1,0,False,False,20,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,0,600,20,72,1,-1,7,0,1,0,0,0,2,False,True,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
96,"龙炎冲",False,2578,4,1,0,0,408,1875,0,22,1,50,False,False,20,False,False,False,True,False,False,False,False,False,0,True,True,2,5,0,True,0,0,0,0,0,True,0,0,1200,21,0,0,-1,1,0,1,0,66608,23,2,False,True,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
97,"强力射击",False,358,3,0,30,5,356,1875,0,5,0,1,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,63,285,0,False,0,0,25,58,0,0,-1,7,0,1,0,0,50,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
98,"直线射击",False,359,3,0,30,5,357,1875,194,5,0,2,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,102,0,0,0,0,False,0,0,25,58,0,0,-1,7,0,1,0,0,50,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
99,"鹰眼",False,354,4,0,0,0,409,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,900,0,0,0,0,0,0,2,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
100,"毒咬箭",False,363,3,0,30,5,358,1875,195,5,0,6,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,63,168,0,False,0,0,25,58,0,0,-1,7,0,1,0,0,50,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
101,"猛者强击",False,352,4,0,0,0,410,1875,0,5,0,4,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,1200,15,0,0,0,0,0,2,0,0,50,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
102,"烈火箭",False,368,4,0,0,0,416,1875,0,-1,0,0,False,False,-1,False,False,False,False,False,False,True,False,False,0,True,True,7,5,0,False,0,0,0,0,0,True,0,0,600,0,0,0,-1,1,0,1,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
103,"恶终箭",False,364,4,0,0,0,411,1875,0,-1,0,0,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,6,0,0,True,0,0,120,1,0,0,-1,7,0,1,0,0,0,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
104,"静者强击",False,351,4,0,0,0,412,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,1200,0,0,0,0,0,0,2,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
105,"敏捷之歌",False,362,2,0,31,6,444,1898,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,20,0,False,0,0,38,0,0,False,10,0,25,58,0,0,5,3,0,2,133,0,0,0,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
106,"连珠箭",False,360,3,0,30,5,360,1894,0,5,0,18,False,False,12,False,False,False,True,False,False,False,False,False,0,True,True,3,12,0,True,0,0,63,444,0,False,0,0,25,58,0,0,-1,7,0,1,0,0,50,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
107,"纷乱箭",False,353,4,0,0,0,413,1875,0,5,0,38,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,1200,20,0,0,0,0,0,2,0,0,50,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
108,"定影箭",False,356,4,0,0,0,363,1875,0,-1,0,0,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,0,400,0,0,0,-1,7,0,1,0,0,0,3,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
109,"迟钝箭",False,369,4,0,0,0,417,1875,0,-1,0,0,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,0,300,0,0,0,-1,7,0,1,0,0,0,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
110,"失血箭",False,361,4,0,0,0,359,1875,0,5,0,12,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,63,599,0,True,0,0,150,10,71,2,-1,7,0,1,0,0,50,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
111,"广域群射",False,357,3,0,30,5,361,1914,0,-1,0,0,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,2,5,0,True,0,0,0,0,0,False,0,0,25,58,0,0,-1,7,0,1,0,0,0,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
112,"后跃射击",False,366,4,0,0,0,364,1875,0,5,3,15,False,False,15,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,300,6,0,0,-1,7,0,1,0,65604,50,2,False,True,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
113,"风蚀箭",False,367,3,0,30,5,366,1875,0,5,0,30,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,63,168,0,False,0,0,25,58,0,0,-1,3,0,1,0,65612,50,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
114,"贤者的叙事谣",False,2602,4,0,31,6,11897,1875,0,23,0,30,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,42,0,0,True,0,0,1200,16,0,0,5,7,0,2,0,66621,24,2,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
115,"魔人的安魂曲",False,2604,2,0,31,6,446,1900,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,20,0,False,0,0,0,0,0,False,15,0,25,58,0,0,5,3,0,2,139,0,0,0,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
116,"军神的赞美歌",False,2603,4,0,31,6,11898,1875,0,23,0,40,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,42,0,0,True,0,0,1200,17,0,0,5,7,0,2,0,66623,24,2,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
117,"死亡箭雨",False,2605,4,0,0,0,362,1895,0,23,0,45,False,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,2,8,0,True,0,0,0,0,0,False,0,0,150,10,71,2,-1,7,0,1,0,66624,24,2,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
118,"战斗之声",False,2601,4,0,0,0,415,1890,0,23,0,50,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,30,0,False,0,0,0,0,0,True,0,0,1200,19,0,0,0,0,0,2,0,66626,24,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
119,"飞石",False,403,2,1,32,7,448,1875,0,6,0,1,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,2,63,179,0,False,15,0,25,58,0,0,5,4,0,1,0,0,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
120,"治疗",False,405,2,2,32,8,449,1875,0,6,0,2,False,False,30,True,True,True,False,True,False,False,False,False,0,True,False,1,0,0,False,3,4,0,0,0,False,15,0,25,58,0,0,5,7,0,2,0,0,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
121,"疾风",False,401,2,1,32,9,450,1875,0,6,0,4,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,2,63,180,0,False,0,0,25,58,0,0,5,3,0,1,0,0,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
122,"战姿",False,413,4,0,0,0,418,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,50,0,0,0,0,0,0,2,145,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
123,"护盾",False,410,2,0,32,4,451,1886,0,-1,0,0,False,False,30,True,True,False,False,False,False,False,False,False,0,True,False,2,15,0,False,3,10,0,0,0,False,30,0,25,58,0,0,5,7,0,2,0,0,0,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
124,"医治",False,408,2,2,32,8,12772,1909,0,6,0,10,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,2,20,0,False,3,9,0,0,0,False,20,0,25,58,0,0,5,7,0,2,0,0,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
125,"复活",False,411,2,0,32,10,454,1875,0,6,0,12,False,False,30,False,True,True,False,True,False,False,False,False,1,True,False,1,0,0,False,3,24,0,0,0,False,80,0,25,58,0,0,5,7,0,2,0,0,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
126,"康复",False,417,2,0,32,11,455,1875,0,-1,0,0,False,False,30,True,True,True,False,True,False,False,True,True,0,True,False,1,0,0,False,3,7,0,0,0,False,10,0,25,58,0,0,5,0,0,2,0,0,0,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
127,"坚石",False,404,2,1,32,7,456,1875,0,6,0,18,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,2,63,181,0,False,15,0,25,58,0,0,5,4,0,1,0,0,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
128,"沉静",False,414,2,0,32,12,457,1875,0,-1,0,0,False,False,30,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,8,0,0,0,False,25,0,25,58,0,0,5,7,0,1,0,0,0,3,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
129,"石肤",False,412,2,0,32,4,459,1945,0,-1,0,0,False,False,30,True,True,True,False,True,False,False,True,True,0,True,False,1,0,0,False,3,10,0,0,0,False,30,0,25,58,0,0,5,4,0,2,0,0,0,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
130,"女神的加护",False,415,4,0,0,0,420,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,1200,0,0,0,0,0,0,2,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
131,"愈疗",False,407,2,2,32,8,461,1907,0,24,0,40,False,False,30,True,True,False,False,False,False,False,False,False,0,True,False,2,10,0,False,3,15,0,0,0,False,20,0,25,58,0,0,5,7,0,2,0,66617,25,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
132,"烈风",False,402,2,1,32,9,463,1875,0,6,0,46,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,2,63,307,0,False,0,0,25,58,0,0,5,3,0,1,0,0,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
133,"医济",False,409,2,2,32,8,464,1908,0,6,0,50,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,2,20,0,False,3,10,63,624,0,False,20,0,25,58,0,0,5,7,0,2,0,0,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
134,"水流环",False,416,4,0,0,0,453,1875,0,-1,0,15,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,0,300,9,0,0,5,6,0,1,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
135,"救疗",False,406,2,2,32,8,458,1875,0,6,0,30,False,False,30,True,True,True,False,True,False,False,False,False,0,True,False,1,0,0,False,3,10,0,0,0,False,20,0,25,58,0,0,5,7,2,2,0,65977,53,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
136,"神速咏唱",False,2626,4,0,0,0,419,1875,0,24,0,30,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,1200,21,0,0,0,0,0,2,0,66615,25,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
137,"再生",False,2628,2,0,33,8,460,1875,0,24,0,35,False,False,30,True,True,True,False,True,False,False,False,False,0,True,False,1,0,0,False,3,4,0,0,0,False,0,0,25,58,0,0,5,7,0,2,0,66616,25,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
138,"神封印",False,2630,4,0,0,0,421,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,600,0,0,0,0,0,0,2,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
139,"神圣",False,2629,2,1,33,3,462,1910,0,24,0,45,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,8,0,True,3,4,63,488,0,False,15,0,25,58,0,0,5,7,0,1,0,66619,25,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
140,"天赐祝福",False,2627,4,2,0,0,422,1875,0,24,0,50,False,False,30,True,True,True,False,True,False,False,False,False,0,True,False,1,0,0,False,0,0,0,0,0,True,0,0,1800,24,0,0,0,0,0,2,0,66620,25,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
141,"火炎",False,451,2,1,34,13,473,1903,0,7,0,2,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,8,0,0,0,False,20,0,25,58,0,0,5,1,0,1,0,0,55,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
142,"冰结",False,454,2,1,34,14,474,1875,0,7,0,1,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,4,0,0,0,False,20,0,25,58,0,0,5,2,0,1,0,0,55,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
143,"沉稳咏唱",False,460,4,0,0,0,424,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,300,0,0,0,0,0,0,2,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
144,"闪雷",False,457,2,1,34,15,475,1875,0,7,0,6,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,10,3870,63,171,0,False,0,0,25,58,0,0,5,5,177,1,0,0,55,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
145,"催眠",False,465,2,0,34,12,476,1875,0,-1,0,0,False,False,30,False,False,False,True,False,False,False,False,False,0,True,True,2,5,0,True,3,8,0,0,0,False,25,0,25,58,0,0,5,7,0,1,0,0,0,3,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
146,"冰冻",False,455,2,1,34,14,477,1902,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,3,8,0,0,0,False,20,0,25,58,0,0,5,2,0,1,0,0,0,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
147,"烈炎",False,452,2,1,34,13,479,1904,0,7,0,18,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,2,5,0,True,3,15,63,462,0,False,30,0,25,58,0,0,5,1,0,1,0,0,55,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
148,"震雷",False,458,2,1,34,15,480,1875,0,-1,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,12,63,172,0,False,30,0,25,58,0,0,5,5,4,1,0,0,0,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
149,"星灵移位",False,466,4,0,0,0,425,1875,0,7,0,4,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,50,2,0,0,0,0,0,2,0,0,55,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
150,"即刻咏唱",False,461,4,0,0,0,427,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,0,600,0,0,0,0,0,0,2,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
151,"昏沉",False,464,4,0,0,0,428,1875,0,-1,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,0,300,0,0,0,5,4,0,1,0,0,0,1,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
152,"爆炎",False,453,2,1,34,13,483,1905,0,7,0,35,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,20,0,0,0,False,35,0,25,58,0,0,5,1,5,1,0,0,55,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
153,"暴雷",False,459,2,1,34,15,484,1875,0,25,0,45,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,10,3870,63,613,0,False,0,0,25,58,0,0,5,5,177,1,0,66612,26,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
154,"冰封",False,456,2,1,34,14,486,1875,0,25,0,35,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,8,0,0,0,False,35,0,25,58,0,0,5,2,0,1,0,66610,26,1,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,True,False,0
155,"以太步",False,467,4,0,0,0,431,1875,0,7,1,50,False,False,25,False,True,False,False,False,False,False,False,False,0,True,False,1,0,0,False,0,0,0,0,0,True,0,0,100,3,0,0,0,0,0,0,0,0,55,1,False,True,0,0,False,False,True,False,True,True,False,False,False,0,False,False,True,False,0
